longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-114.44844412542479,36.375367402679615,44,7066,1739,2877,1502,0.8233747210303319,NEAR OCEAN,128442.00862019979
-117.34045639124176,40.32695305702031,12,9646,1742,887,1844,9.33782427551675,NEAR BAY,500000.0
-118.96759248190503,39.73420654770089,30,5435,1753,3012,363,5.833567252653868,NEAR BAY,341414.3608911344
-121.24234273248527,37.93690743319694,36,5177,1633,2332,213,6.527084521756513,NEAR BAY,344634.35260732326
-116.17949800214224,41.536403621388295,18,5711,879,602,177,12.564590718672251,NEAR OCEAN,500000.0
-117.47529902755905,34.42646519112227,26,8189,1229,230,484,4.992676687151335,NEAR BAY,330662.47884362325
-122.71732592897729,33.56817621901354,7,2992,1899,4302,123,14.174207754245492,ISLAND,500000.0
-115.20429106768182,40.57578210905052,1,5677,1296,1527,53,3.104690482396041,<1H OCEAN,199570.7447126846
-116.09172608105138,36.67239977452357,26,3718,32,620,1145,10.109475138838578,INLAND,484523.44634920516
-114.81400887054909,40.50997691808844,23,1659,318,1777,658,10.245523471699588,ISLAND,491197.09464237577
-117.06377613578087,40.94397883088886,26,6783,1119,641,1769,4.156829840704814,NEAR BAY,299711.4338983411
-118.19131143280467,33.12772595595546,45,1607,1094,4566,344,5.208883830024429,<1H OCEAN,212587.27446125835
-120.15083991564218,40.853403419698836,6,2163,806,2310,1987,12.604578142409137,INLAND,495891.2723785537
-114.9854060271257,36.75868231102626,6,3742,168,2997,1851,11.54617619684681,ISLAND,500000.0
-115.6547185494159,37.343169721529826,44,2100,1774,397,710,5.271890264564013,INLAND,164827.3642484747
-123.89600455213386,38.43623552938711,8,1394,141,215,611,8.242369930556542,NEAR OCEAN,348271.1381910762
-124.08527557604758,41.25726032933012,24,4165,1254,4493,160,1.394364295669884,NEAR BAY,176060.81564358526
-120.57030779654438,32.71988244858408,22,8114,1323,2946,493,3.526815294780124,ISLAND,293359.6527929326
-116.2120445589504,37.02709703687066,19,1703,557,4543,1074,7.544398103475787,ISLAND,307519.828183807
-114.43774766167796,39.011464419271576,37,1422,1728,632,903,1.7466191615485682,<1H OCEAN,125087.65721718522
-122.83981441332057,39.34067247194033,18,6056,1199,3556,1978,12.728319145933094,<1H OCEAN,500000.0
-118.38492761786456,39.05673018076419,31,2541,1281,4453,82,10.911090046560894,<1H OCEAN,400224.08143098565
-120.52585579942455,33.805034567730424,37,1198,395,3088,1603,14.182688224403174,INLAND,500000.0
-114.61205944594138,35.35731248657752,30,5173,101,2895,1130,10.555270136478393,NEAR BAY,475911.6755384387
-115.89512601171748,35.915513094174095,42,9797,511,2816,323,14.13581989780169,INLAND,500000.0
-115.93317980470017,40.10975412426414,33,9418,375,4244,1104,8.540432057518993,NEAR BAY,500000.0
-119.64432067565849,35.16313039942094,10,8588,944,1315,415,9.203169860398557,ISLAND,500000.0
-120.18521219652985,34.52273370999038,37,3887,1316,4303,353,14.666080292080784,INLAND,500000.0
-121.6049929978157,41.549585859148486,12,2196,1623,4699,1995,9.810872629531776,INLAND,463930.83801120194
-123.78399001362469,32.62340351291774,30,2308,1087,4796,805,0.9464052484808256,INLAND,48838.79609780198
-115.66818734239926,41.92949425196742,27,6088,1024,3017,430,10.995140261142588,NEAR OCEAN,500000.0
-116.18847386833403,38.9088884222481,39,275,1616,2324,303,13.629296035992526,NEAR BAY,489790.6693016808
-114.31283456020725,40.3358961078162,9,7269,142,2520,485,12.035913622017736,NEAR BAY,500000.0
-114.34376615577798,35.31236851961768,21,6114,1392,2340,99,8.965582453068627,INLAND,500000.0
-118.77346567574962,32.67470676284703,12,1767,727,2627,1735,10.233900939855987,NEAR OCEAN,450101.6081458627
-116.62936635158768,39.483352169664,29,8967,349,3710,803,14.85778094414924,INLAND,500000.0
-114.86455207198043,40.38930065777636,33,1923,1452,1118,1120,1.8146002833854058,NEAR BAY,202464.43446337635
-115.8195401975988,39.50788040168262,43,5247,1010,2786,1997,10.175050015181974,ISLAND,495895.28207078535
-121.86662505849829,33.88422120350089,15,1456,342,4879,752,4.6092665712736105,NEAR OCEAN,215883.9077030722
-119.82653688148666,39.62975674843808,2,3172,1154,2000,1948,9.781310750499467,NEAR OCEAN,413986.55467293074
-123.05323947187898,39.775563379632906,39,3359,789,141,1837,9.310541850317112,INLAND,402121.2802298631
-114.77132768632242,38.736866252455215,44,6299,1132,3143,1583,2.72512406556835,ISLAND,246628.46474015233
-118.26400667011316,39.749150927606465,18,646,452,2269,1404,3.4978263632334676,NEAR BAY,71041.65205399993
-122.05442623274523,40.50012074736746,3,5331,729,1437,96,9.513628881626596,<1H OCEAN,500000.0
-117.6061251285652,38.31401471497448,7,8065,813,4324,528,2.3593342359047247,NEAR BAY,264037.6077965818
-118.14399246580273,33.37377035845468,43,2183,731,2335,1207,4.345122689389681,NEAR BAY,251531.50048589666
-120.75404631095027,37.128577688968456,18,2140,1142,3256,1052,12.611060442201035,ISLAND,500000.0
-123.20988177431572,33.270680239259804,44,4634,558,2974,1218,5.24282683702376,NEAR OCEAN,336019.4214503671
-117.60740511624829,36.37497992201517,38,1852,620,329,481,7.576872265910112,NEAR BAY,352497.15394701756
-119.12611068292591,36.370872062672156,37,9907,1189,1668,1350,14.146534859614684,NEAR OCEAN,500000.0
-116.59592334697419,33.16115263335967,33,1949,1737,2837,1631,3.7936617881357213,ISLAND,235812.0823850436
-119.12755844883559,35.8224012246528,44,2742,276,420,264,6.14957725169115,ISLAND,237575.64537329262
-115.79409773680186,33.584492109626275,31,1700,1232,3233,141,9.293637745381412,INLAND,370591.77695641713
-118.80885533870416,40.14549332618678,11,4502,1283,3884,204,11.452414477807597,<1H OCEAN,500000.0
-118.71818276578472,41.457744324325674,4,3899,890,1753,51,13.573974107334225,ISLAND,500000.0
-115.54839782931022,33.220498032177204,18,718,918,2318,1017,13.774358319815969,ISLAND,479494.4642804973
-120.29903202322753,41.52763410061491,4,1232,1546,353,781,11.761281078403032,NEAR OCEAN,409529.12057936686
-123.00448710635557,37.45744579975877,49,5591,1751,3824,588,3.8107971306030013,ISLAND,260502.32016355704
-124.06102192981407,35.35891302954595,34,5895,828,1398,329,0.8597352856172041,NEAR BAY,126137.56805831908
-116.76842195303686,33.263272128348696,29,7733,696,2472,1415,6.064721990156545,INLAND,356930.2874034233
-118.12209210441121,37.25087436254263,24,1587,1862,3678,1699,2.5524583393234384,INLAND,223495.59028814227
-117.2810391282838,40.016391273657945,22,7948,290,2478,849,10.800620887855322,NEAR BAY,500000.0
-122.21183981845053,39.19368375107963,2,5109,1563,3083,1639,10.086393508972893,ISLAND,500000.0
-122.98083038510883,33.01262676787599,44,9849,569,718,1011,1.137588803511095,<1H OCEAN,254989.79202589495
-124.20397155669446,33.22600627081197,6,2213,1157,549,1099,12.630609797398792,ISLAND,500000.0
-120.83010090958176,36.331037589573114,42,1144,1382,1464,810,4.106777361222143,INLAND,130064.86923313818
-118.42722642397948,35.318683548991146,25,2531,587,579,1316,6.767292594620113,<1H OCEAN,359773.281485437
-120.41186978719868,34.72673647995741,21,8079,1986,3671,483,10.185039164108264,NEAR OCEAN,451763.4412015609
-119.95775178288176,35.18425233473099,16,1682,1005,3506,697,6.726572409357673,NEAR OCEAN,346236.770123016
-115.27224670728276,40.10077261442369,31,1408,378,804,1499,6.898673140599179,ISLAND,311671.20251499006
-120.85351511108607,41.28403598467575,14,5017,1693,2397,998,1.4516059323682353,ISLAND,189333.07541590786
-119.1895455288355,36.352016355504404,39,8893,1657,4960,689,6.320931464270055,<1H OCEAN,431085.40941017325
-116.48212375207892,41.0665045300668,28,1720,1377,776,1292,11.590294451689761,<1H OCEAN,436294.57158799085
-120.36871046549444,35.56527454874257,32,7603,1732,4876,717,13.770056889205668,ISLAND,500000.0
-118.10424952971215,37.023272041495076,28,4866,1212,4973,1013,6.495708487418891,INLAND,399593.33527347754
-115.69186836418268,34.66693286944856,51,5462,1382,2699,97,6.641994489746644,NEAR OCEAN,350962.3388746287
-114.81681293847727,38.566879556874696,49,5292,817,2096,553,10.688093041692955,<1H OCEAN,500000.0
-122.87338225147245,41.752212293794955,9,6722,1304,2865,127,14.17019401602651,INLAND,500000.0
-115.0470602433786,38.2188700337682,45,6193,906,924,1316,4.372383633470723,ISLAND,321282.95284936886
-119.40915241748144,35.9070305315085,22,6804,1778,3329,783,6.882090994800084,NEAR BAY,368386.90487869474
-121.75722634147846,38.635962166770874,32,200,1242,3034,34,12.041612031508366,<1H OCEAN,500000.0
-119.74027700736785,33.6966835843593,5,6757,230,2228,389,9.340556755923558,NEAR BAY,500000.0
-114.51047294413381,40.9022819452974,23,5975,306,3857,1347,2.1035019874773435,INLAND,245225.56741667062
-119.4041143363116,37.27401997683826,5,4371,1735,657,1715,9.602124665652854,NEAR OCEAN,452097.49098416266
-121.04933383271342,36.76838107259303,42,337,1805,684,224,3.2078211266612398,INLAND,184167.38598552212
-117.99065542266007,38.052987659347615,32,7326,762,4629,1156,7.898131044136861,NEAR OCEAN,441348.1274811019
-121.93893798746694,38.41921614884828,10,8132,1515,2777,1723,8.171997381076359,INLAND,444932.0829835003
-123.58833218578901,33.21541033659149,39,5318,1525,1124,884,13.20494875226228,<1H OCEAN,500000.0
-123.05604759201708,38.96342805171222,15,4125,1066,1964,1296,7.206166973180353,<1H OCEAN,252113.40286013565
-123.06441977686396,34.816577111769135,7,6173,1603,638,460,4.551915122420466,NEAR BAY,455031.07208217157
-122.82489695713656,39.25829427188701,29,2642,1152,3281,1229,3.8490120491324578,INLAND,241887.49192448112
-122.95617518659992,40.280052415155296,47,1637,315,2354,878,13.176652211922875,INLAND,500000.0
-117.91561756217573,40.10524955606922,3,854,25,3888,246,2.9796573890643114,NEAR BAY,152570.08790463943
-122.52392395263259,37.739034103308235,19,7496,569,2023,547,6.675094132805584,ISLAND,452040.3381736993
-120.87950047542842,37.43479868664417,10,7923,700,2105,1711,3.2140101664407315,INLAND,270397.8977445116
-115.34624436454364,33.88446279620386,28,5607,1911,3530,373,11.712908581658443,INLAND,500000.0
-119.59142513176076,39.83600727529351,29,4335,814,2129,642,7.378403279631975,INLAND,455614.35549277917
-117.64772030524888,35.09396227000358,15,640,222,3102,1044,5.5915835130737745,ISLAND,372804.68025604973
-122.61990849313563,37.213903928716874,35,5610,344,4532,1596,5.735944789083769,<1H OCEAN,280565.7272485203
-122.41941825116095,35.215019214447935,6,8561,844,1301,1603,12.857105997483202,NEAR BAY,500000.0
-123.93967909268454,33.79932489582711,12,8026,1828,3845,946,8.529722337269352,ISLAND,432358.2742991246
-122.65389196675547,38.464137927751246,47,5231,263,3872,1463,10.909083841403323,NEAR OCEAN,486409.7367411022
-121.55295299611913,33.05126444768352,38,8797,346,4352,1663,13.507058485634925,NEAR OCEAN,500000.0
-122.57281473786146,39.58475165312754,13,1229,1006,3439,1204,13.57525430258931,ISLAND,500000.0
-123.45942656107916,35.52849174340711,29,3245,1090,1830,180,5.263381287899016,ISLAND,293930.4365266776
-123.13881585414997,32.541267461172204,19,8653,780,2654,890,14.310543315622587,<1H OCEAN,500000.0
-119.72378116895143,37.34972520022233,3,3820,1634,3738,1171,0.860700289211779,NEAR OCEAN,150826.73969397994
-122.27840946720583,32.98087645924475,8,9748,1665,4938,1765,5.964115634734402,NEAR BAY,449469.87747703685
-120.69273059507732,35.13875553909467,8,4167,1056,1774,1194,13.489083433878204,INLAND,500000.0
-119.29569060061723,39.19264874695829,20,4295,926,2834,463,4.482234757346252,INLAND,306629.5683001894
-117.41843592056117,33.129909339461754,47,9973,1423,3769,1810,4.459681029659116,<1H OCEAN,318899.21218680777
-123.95530611599536,40.43817521306998,4,9344,384,1727,1514,4.888023133687386,<1H OCEAN,375126.52561363083
-116.32391959495321,32.57594547221726,51,7381,1645,498,482,9.378544080280372,NEAR OCEAN,500000.0
-118.04588008951129,34.8626126091899,21,2609,1385,4737,1773,6.85582524640813,NEAR BAY,348408.24704487086
-123.52913931923332,39.51190716839099,3,5116,1903,131,1073,11.037655127123468,NEAR BAY,500000.0
-115.57927061396796,35.51610210895278,45,6633,1835,1456,492,13.476204317187655,ISLAND,500000.0
-115.1044410986606,33.49880737170119,8,4827,1264,1530,576,10.275890936671479,<1H OCEAN,500000.0
-123.73677728305717,35.929801175912026,23,781,92,1129,99,3.464767442864845,INLAND,97499.34820866204
-121.57014841260207,35.08440082487839,16,4032,1789,3648,1082,14.023887584227282,INLAND,500000.0
-116.25573915087766,40.46991899933082,13,5660,1815,4564,259,4.335146663538438,NEAR OCEAN,190999.76589684509
-116.83747270854806,35.4886039044762,3,4116,1668,4233,576,2.6734672822582928,INLAND,211356.15786882667
-122.49740896566196,39.963854559412226,48,7439,1089,3730,609,1.804525543483933,NEAR BAY,263035.9170503044
-122.24813279369943,40.93251688266902,9,819,1547,2753,1380,8.6690642396594,NEAR BAY,297193.38458810124
-120.63046008797453,36.622221918215146,14,174,293,4360,1951,2.1495557059694512,<1H OCEAN,97384.62179723648
-119.48538922868214,41.10256498366983,13,9585,1598,3806,1904,2.512250319633146,NEAR OCEAN,287076.11942230165
-118.14272209383583,36.090562887793645,7,4257,227,1808,1843,4.850441968634701,INLAND,363579.6724207575
-120.64610705871948,41.61197789917192,15,8611,1972,2649,1995,4.583968640424725,<1H OCEAN,310860.2395898547
-119.7061514500232,33.38021442578564,7,2249,1904,2600,1323,9.261472899816063,ISLAND,461346.7867670462
-116.84539178113708,39.00485129779552,38,9744,1658,3903,1159,12.342806552353881,ISLAND,500000.0
-123.9817006429784,37.1867901206997,34,9847,143,2796,288,11.53957001494194,INLAND,500000.0
-121.81553307878603,36.18777525933764,41,6813,1053,2342,1959,4.306024593388913,INLAND,323125.8303003234
-117.18797015771909,38.49381877902434,22,4307,1372,1551,354,4.057002220796709,INLAND,302292.9368191546
-115.36212334962052,39.163295232279054,24,7241,1230,4454,331,14.50397718655103,NEAR BAY,500000.0
-119.21275848115872,32.581058367409405,49,8752,562,280,1096,0.6194255030834218,INLAND,178459.50241422586
-119.00758060793623,34.11102856511114,37,9178,1711,4300,1111,13.25594772937313,ISLAND,500000.0
-123.27399300614864,39.24976333646894,44,4036,79,1248,713,3.396063527274872,INLAND,319763.7989330051
-119.85797983709251,38.81068674177092,1,9407,1804,164,53,14.235622684801633,NEAR OCEAN,500000.0
-119.00252264479157,41.630507023260854,10,1175,918,1463,1839,5.463455629999036,ISLAND,228605.49915363343
-121.91559614350732,39.70136560625987,43,3976,905,4456,1861,6.885100721452158,NEAR OCEAN,432278.44989411643
-121.6467979612682,41.4867711797519,16,4715,1994,1042,405,10.753248902193524,ISLAND,500000.0
-120.56206700242959,39.15090611944254,46,7365,801,2397,268,9.021201246362274,<1H OCEAN,500000.0
-124.14848517431162,35.34467128329716,8,6479,461,1091,1154,5.110120280748931,ISLAND,388647.07891446044
-121.1163251775449,33.53148391838056,49,9218,1260,61,1137,8.53054828008344,ISLAND,500000.0
-122.22706200975469,39.89696255407585,25,4752,930,3726,1453,11.09524982326185,NEAR OCEAN,500000.0
-121.06192658413373,38.60144417408837,50,6892,1045,4875,1222,1.1138567155861354,NEAR OCEAN,141164.54865821128
-123.14758819653471,32.993430376620914,12,9347,1579,3115,1090,0.6623899262077098,ISLAND,148184.36776677327
-115.40910610137146,35.92807488412821,25,7556,1761,2086,813,7.141970616556924,ISLAND,453839.605910913
-118.39033176631735,41.54348626370714,17,4774,851,3096,871,2.4116309581509556,NEAR BAY,223292.4465061972
-117.53181271578933,37.248774781132994,26,641,1027,2400,893,10.13299222623836,<1H OCEAN,455509.7487953296
-116.42672076438232,36.61198116994542,46,2261,1754,590,1647,3.6037606152977957,<1H OCEAN,183196.5604683316
-119.34564032275226,36.84695328454896,48,2351,1399,2910,395,6.776341048537229,INLAND,414579.3770493356
-123.47732030760226,34.50558643288859,14,9344,645,126,743,3.3662285846769,ISLAND,253606.8924555896
-118.95745032014177,36.009534477837725,41,4669,1835,3117,1630,8.453011993362306,ISLAND,357917.0125407438
-118.45811517507038,36.01994273883933,36,2844,1710,73,1933,2.182775161076249,ISLAND,103209.9267159337
-116.86578767918932,33.032660739964115,23,6141,1208,725,221,0.8350493654184638,ISLAND,156519.67561064762
-120.01613815585402,39.76281138435361,43,4775,1017,2444,464,1.2414087525471091,<1H OCEAN,90300.54475247714
-123.06909375993254,36.4593067042155,6,1660,753,4317,1962,14.336747401971994,NEAR OCEAN,500000.0
-121.50088990578081,40.27671273494254,47,1264,110,3448,1976,2.5631501698585692,NEAR BAY,90857.73713320702
-120.7046537441577,40.54177469053822,5,5519,186,2809,316,10.77293467048411,NEAR OCEAN,495420.3962573777
-117.86499089703072,34.534864054714376,43,2822,978,538,1351,1.4849299612309805,NEAR OCEAN,168591.1447627216
-118.61938582112413,38.72569626722091,25,570,226,1535,1766,2.0683251074101414,<1H OCEAN,104504.79453543268
-120.77478887198562,36.98417177717366,18,9708,1325,3709,512,7.878705645435353,NEAR BAY,500000.0
-114.44538690211849,40.822274903841176,13,1568,1108,3285,357,7.240628487237983,ISLAND,318605.55148367037
-118.26802081365685,34.57011979105043,43,8025,1931,2469,1988,14.29791448687811,<1H OCEAN,500000.0
-121.96824301097061,38.91822221491752,14,908,535,3545,942,14.200114068800692,<1H OCEAN,500000.0
-123.32810397489114,38.25894747039812,28,8463,1200,806,1689,11.804325316865743,NEAR BAY,500000.0
-122.8152942425893,35.318786903950944,18,6819,1804,2574,1885,9.230476536846572,INLAND,453196.2530170758
-121.88058440701954,33.825414503357536,28,5173,1812,4300,1109,7.096924602198659,<1H OCEAN,485056.5580836382
-122.73675901247405,38.67193014609117,51,8112,766,306,811,5.664588747762106,NEAR OCEAN,453464.6201308948
-122.47686707852489,39.49020208102523,27,1745,325,1829,1465,14.232769431145554,NEAR OCEAN,500000.0
-121.48764450631377,35.51005330481313,32,8349,1921,4819,1583,9.24217776565794,ISLAND,500000.0
-122.60932910324065,38.607874803849974,47,1229,414,2165,1967,8.89655165144692,<1H OCEAN,372421.110557059
-115.3464751367507,36.258181840624246,9,1453,1117,3398,1672,3.8625662656492654,ISLAND,291260.4789280261
-123.5444531935571,39.25127677168943,40,867,206,4818,1536,1.1771183593341394,<1H OCEAN,84244.64946619245
-119.08390564871465,34.41461573675304,32,3995,1617,1522,1925,14.205234406513394,NEAR BAY,500000.0
-120.2296158570238,40.9169231748064,20,8974,1380,308,981,5.049161253247481,<1H OCEAN,388780.70895734656
-114.4869186862376,35.244524302741105,28,3554,1719,4125,336,6.917540838204651,INLAND,270932.08666345966
-123.22512942223275,36.0008661447854,33,7429,1611,356,961,2.162279181992749,NEAR OCEAN,231387.50178237748
-120.35552978558076,33.086645269076094,4,1890,642,1168,1880,12.635402783684734,NEAR BAY,489171.4071311191
-114.6165168499153,33.58932991794321,46,9769,749,3067,645,0.9006615764109941,NEAR OCEAN,139023.16185492813
-115.66030845602444,37.39426050452301,34,985,259,4391,94,12.5928660504369,ISLAND,500000.0
-116.14659640766924,35.05804708801021,48,7834,552,2830,1757,2.5341326854255186,NEAR BAY,256695.6574701126
-121.7606556164688,40.40186892423405,3,4006,160,1708,958,13.355179633151705,INLAND,500000.0
-122.63428862260373,32.678264787243116,26,4592,1308,236,78,11.081703241374282,NEAR OCEAN,450249.16615423944
-117.63682207195872,36.10727499800292,8,9830,158,1847,405,2.887718806355924,<1H OCEAN,301052.95403055183
-115.01906506915904,35.714421595097164,6,2173,478,974,34,8.704360896462287,<1H OCEAN,384175.60326106154
-118.76010055414014,32.72187300693462,16,412,89,834,1274,5.033516558150682,<1H OCEAN,247833.24700418135
-118.6110085977222,33.7103066345948,24,6369,404,3494,1660,3.08437993421796,NEAR BAY,203063.4870081815
-121.53900989965075,36.43237757098436,48,5417,649,3246,1720,12.958141891461072,INLAND,500000.0
-116.62429095075295,37.177855739650475,39,910,217,1410,218,6.3510801143548266,INLAND,226013.62787695508
-122.47208076448246,36.34436652166832,30,6941,224,390,1959,6.278883858298046,INLAND,379072.85564591805
-121.1002604665014,37.536123553857806,45,2132,1769,612,1397,2.96335678469599,NEAR OCEAN,61524.57327994838
-120.07861815629117,38.14018906086247,13,9799,587,4796,54,6.0544523032437905,NEAR BAY,397948.04839853145
-119.25359179800807,32.63338315681293,5,7229,1842,3049,181,13.138444271768327,<1H OCEAN,500000.0
-121.9162062865526,36.907135450457474,25,2805,1001,1243,1800,5.765366302099721,NEAR OCEAN,225442.4192677161
-123.1970382796184,41.60652785675221,20,8888,824,3160,1001,14.298251656246928,INLAND,500000.0
-118.219374773886,37.424093756019055,18,2247,1730,118,818,14.221479038521618,<1H OCEAN,500000.0
-121.45214924546782,38.91567273678875,47,715,878,2478,914,2.6010305599565173,NEAR BAY,166192.39359020363
-118.51436825691697,35.474638902997874,18,1047,901,3648,490,3.071013176078351,ISLAND,143554.37001771227
-122.80019833864701,39.8232588684175,2,5777,993,2422,550,13.008774019812392,INLAND,500000.0
-119.51935337737763,39.813191144454244,10,4751,659,4606,811,6.195033324408429,INLAND,358801.79773590364
-119.00280209718207,37.445395808425445,45,7966,1474,893,871,0.5634227431036354,INLAND,247870.2527257916
-123.82969169030282,41.724290077057404,50,2113,1933,623,1466,4.471141385727879,INLAND,282569.5109221185
-120.97049304693303,33.72142752091657,47,3797,344,4264,367,9.16562040133562,<1H OCEAN,359453.05245437013
-123.00047664353269,32.699477526610956,12,590,461,2646,713,12.089356506419536,NEAR BAY,451659.024553302
-123.7137152964534,39.78718877263427,47,4450,823,4791,954,2.4341349478522636,NEAR OCEAN,133668.41675462402
-114.41079926680496,40.135333606603545,13,2528,307,1528,932,2.1028497840426628,<1H OCEAN,171012.64027601585
-121.11356739645377,33.67115002602462,50,5087,245,2123,166,13.870343476798809,NEAR BAY,500000.0
-116.21886056361947,35.03913445814048,47,8833,1107,1563,1417,11.391651333427449,NEAR OCEAN,500000.0
-121.7934078261718,32.70516773927998,11,9579,986,1018,1731,9.051804211282137,INLAND,500000.0
-117.50771266887175,35.300034027445115,19,9925,957,2246,694,11.653208454940957,NEAR BAY,500000.0
-116.71731228670755,39.815265033574704,35,5020,579,1561,1459,6.7183882389462575,INLAND,437945.4766805975
-118.36978704429724,37.41400856577537,39,3026,733,704,706,11.497608335982335,NEAR BAY,484576.63147829555
-119.6153750669564,35.81557953171359,26,9644,517,3042,1537,5.8911433734807686,ISLAND,289954.77701098775
-120.21511722196142,36.03806676506857,46,7382,868,4700,1602,4.039371301142735,INLAND,289438.6169650072
-120.84736260390832,32.55273761798255,14,4476,945,4570,1299,11.070694608748045,INLAND,460350.3421734816
-115.01752739175183,35.36112296438887,45,9590,1960,342,979,6.585248236280391,INLAND,358007.4579697533
-116.0105811458112,38.623176758812924,44,4968,79,2651,705,14.729968012729826,<1H OCEAN,500000.0
-114.66112981690821,41.707169716311924,24,7086,1440,4576,1146,5.567535143467464,NEAR OCEAN,319828.97010231286
-123.10205587620513,40.51084238191849,41,6962,276,4462,140,13.865047597700457,INLAND,500000.0
-117.01209054895541,32.76202861731443,1,4523,596,4543,438,14.027956954222653,INLAND,500000.0
-114.92906181351678,40.99545528999024,51,6970,258,1638,369,4.006867732438819,<1H OCEAN,381999.43324949476
-122.53042001569676,39.90989706914007,43,8259,1844,645,1700,12.074207133026194,<1H OCEAN,500000.0
-123.68237747563755,39.883339322802925,22,2173,57,2643,61,6.7795803245961945,ISLAND,362222.69229532726
-116.9091486811278,36.849740092223605,23,6270,44,2173,1410,13.804108544840046,NEAR BAY,500000.0
-118.58228994367369,36.28522980670187,19,801,429,1993,48,7.0268019532109625,INLAND,218068.98406026204
-115.89803908134695,35.39043700832034,18,8213,480,965,985,11.29240390139181,NEAR BAY,500000.0
-122.94668533867205,33.15818862276058,12,6925,1614,3919,1935,7.271027432875069,<1H OCEAN,429151.7689965846
-116.3655161889267,34.68769477047571,28,7967,1007,2844,804,3.803110957836415,<1H OCEAN,316846.2163886078
-122.32566170672064,34.86054020514321,28,4364,1460,3128,33,3.3905768696979512,ISLAND,250038.57135018683
-122.70689433362833,37.095165225973,33,8068,376,1025,939,6.66875231671701,NEAR OCEAN,455266.3334536805
-122.70077138877282,39.57345186607489,19,8246,402,1125,1996,11.454672526706116,<1H OCEAN,500000.0
-116.17166980887693,36.998550485224676,28,7876,1852,3039,837,9.273536535121119,INLAND,490003.8611771749
-117.67141990421015,33.08431626929778,49,8658,1201,3517,844,10.485124703557878,ISLAND,500000.0
-119.09842313531804,41.552802027299,37,8819,588,1501,1528,4.593732085613166,NEAR OCEAN,456067.1596103588
-120.74734193940003,41.4110358426756,26,4986,1476,3873,1232,7.48081251638528,ISLAND,372925.7170812336
-115.5429065702364,39.928633601026526,35,4035,1091,3982,891,1.1437313420552415,<1H OCEAN,86753.28956635942
-120.40985112147673,41.86839555371932,34,4719,1371,2078,314,12.35422003139275,NEAR OCEAN,499308.3186528769
-116.15134162770536,37.663578751650476,35,5291,452,412,1226,14.853436352478182,NEAR BAY,500000.0
-119.941085517955,41.59965017588267,40,6975,1474,2479,883,6.3997464080577275,NEAR OCEAN,418111.70825685625
-120.56547792857393,33.25144343220362,16,7956,75,3682,567,0.6589729704073786,INLAND,156512.5782219346
-119.70469495187714,35.98105584113951,38,5501,596,2368,1925,2.9619932734887366,NEAR BAY,242637.95926692858
-121.324166143392,34.660837731943666,13,3122,287,3135,1080,9.961639727381073,NEAR BAY,391514.9135555078
-116.84400182303044,34.382789321703484,23,5838,88,2395,1027,9.375150113955959,INLAND,500000.0
-119.30268728347151,33.86495574908008,22,6084,1771,3648,1057,11.924038433990386,NEAR BAY,500000.0
-122.01858454072595,38.39691236713603,16,1870,921,4379,1966,4.181318158935488,<1H OCEAN,219090.70903502294
-115.31827128432333,39.892238662582145,28,9089,1644,1781,654,11.572662775433443,NEAR OCEAN,500000.0
-120.49573213741296,37.981787938545594,48,3315,1492,76,614,10.475768312093212,NEAR OCEAN,387308.64121531136
-118.89272927441556,33.922919097225055,35,6794,812,142,1202,5.180810216850728,INLAND,384814.03198766755
-115.24902000591595,40.172674675073964,45,3076,276,2714,1537,8.409578146825949,<1H OCEAN,358680.959219756
-118.08265052102352,38.52433379441069,46,3837,691,358,1372,2.635470223225737,NEAR BAY,192284.04275914427
-123.17634367128802,36.19263929465503,8,852,509,101,633,7.0621852998159484,NEAR OCEAN,229033.39276347164
-114.91408547892071,38.883566080994356,44,1492,765,368,1892,13.277361423556794,NEAR OCEAN,500000.0
-118.04781114716296,34.98570585467506,22,6889,1686,2042,1126,6.607275007468166,NEAR OCEAN,420233.4436452744
-120.98754762884285,35.78825868193052,21,777,68,4326,1599,12.673717243893618,NEAR OCEAN,468523.5503893576
-122.95170839045959,41.17354178387203,26,205,1702,3941,1623,9.05867379626557,ISLAND,315220.64467185736
-116.37798709972623,35.27364739836807,40,4853,335,4792,1603,3.282212339984173,INLAND,234601.8993123912
-118.12446953047773,36.96258960336618,21,2046,432,4006,1612,8.926040548119499,NEAR BAY,389585.8991854094
-118.99405063655773,40.9162281028965,25,5644,453,2742,1630,7.83675827277742,NEAR BAY,443815.5616627374
-115.37531846616838,39.199657906017435,41,1195,1045,3068,1065,6.280299360347568,INLAND,256721.60833317306
-116.43248399930572,33.12533235820985,1,7085,1884,2074,1175,2.23464137298302,<1H OCEAN,263160.5838457638
-122.82718420748317,33.92612164666511,6,1882,1995,4481,484,6.542275625784832,INLAND,270983.253817003
-121.22031043933269,32.61378936916373,23,4641,1188,1575,1499,1.555054455474593,NEAR OCEAN,184875.4075066867
-121.85516903626277,38.47697404605643,51,3357,1999,1328,1345,1.9321512452818932,NEAR OCEAN,99086.96059778948
-116.88077922257033,36.752606933112034,23,6313,1409,563,974,6.5307897275243825,INLAND,356942.04134009057
-124.01333435525277,33.80352634699041,43,4969,439,4387,949,4.928031488542723,INLAND,333034.80484487023
